Unnamed: 0,#CASE,DOF_PITCH_BC_,DOF_BETA1_GEOM_,DOF_BETA2_GEOM_,DOF_W1_GEOM_,DOF_W2_GEOM_,DOF_TMOVXU_GEOM_,DOF_TMOVXL_GEOM_,OF_alfa_ex_OP_01,OF_Cpt_OP_01,OF_CSI_OP_01,OF_phi_OP_01,OF_psi_OP_01,OF_Zwi_OP_01,OF_Zwc_OP_01,OF_DFss_mis_OP_01,OF_DFss_cp_OP_01,OF_Mis_peak_OP_01,OF_s_peak_OP_01,OF_s_diff_dim_OP_01,OF_s_tot_SS_OP_01,OF_Tmax_OP_01,OF_X_Tmax_OP_01
69,1441,0.1176260606,12.50977,-69.60449,0.03164062,0.05615234,0.1540283,-0.003198242,-65.181,0.02377,0.02219,0.5035277521,1.177571056,0.9722595129,0.9297434222,1.337,0.9295,0.496,0.5519,0.07104,0.1585,0.012157348,0.301500022
70,1447,0.09614456158,15.00977,-65.85449,0.1316406,0.6811523,0.1977783,-0.04694824,-62.859,0.02485,0.0232,0.5635704893,1.198745366,0.8540363012,0.8164358099,1.2285,0.9508,0.4705,0.5882,0.06095,0.148,0.0119507918,0.315735042
71,1475,0.08770146195,11.10352,-69.37012,0.2253906,0.2045898,-0.04558105,0.09250488,-64.263,0.02728,0.02548,0.5268453281,1.185794092,0.7464781628,0.7137423181,1.1759,0.9615,0.4586,0.7372,0.03913,0.1489,0.0121788122,0.221759975
72,1481,0.08899297144,2.353516,-61.24512,0.07539063,0.2670898,0.06379395,-0.06062012,-60.661,0.02703,0.02524,0.623902958,1.22002185,0.8395981956,0.8024198764,1.1217,0.9722,0.4513,0.6345,0.05331,0.1459,0.0121998526,0.251615018
73,1493,0.1227325408,4.228516,-69.05762,0.1003906,0.7983398,-0.1440186,0.1909424,-63.669,0.02691,0.02512,0.5422210751,1.19121641,1.064584967,1.017818961,1.2032,0.9559,0.4647,0.5982,0.06566,0.1634,0.0116420723,0.17400001
74,1533,0.1045987303,19.54102,-67.65137,0.01289063,0.3452148,-0.1166748,0.02141113,-64.426,0.02522,0.02354,0.522666227,1.184320315,0.883963623,0.8452190071,1.2011,0.9562,0.4651,0.6333,0.05751,0.1568,0.0121396817,0.17781505
75,1541,0.1188079807,13.62305,-68.69629,0.08085938,0.6586914,-0.1040283,0.1919678,-63.005,0.02406,0.02246,0.5596888577,1.197376493,1.049690581,1.003495268,1.2438,0.9477,0.4743,0.5945,0.06426,0.1585,0.0117999306,0.197340176
76,1581,0.103302019,7.685547,-69.79004,0.1933594,0.2368164,-0.06574707,0.02243652,-63.557,0.02532,0.02364,0.5451464144,1.192248043,0.8987497149,0.859257197,1.2225,0.9521,0.4689,0.6834,0.04835,0.1527,0.0122518791,0.201335028
77,1683,0.09631303517,17.45117,-61.54785,0.02148438,0.2329102,0.1926514,-0.1019775,-60.695,0.024,0.0224,0.6229412799,1.21968271,0.9069494564,0.8667963098,1.2603,0.943,0.4849,0.5632,0.06333,0.145,0.0117968833,0.310960084
78,1685,0.09855923004,14.95117,-62.79785,0.1214844,0.6079102,0.1489014,-0.1457275,-59.618,0.02374,0.02216,0.6538686014,1.230589353,0.952541846,0.9102640269,1.2297,0.9499,0.4743,0.5832,0.05983,0.1436,0.0117754303,0.287534982
79,1689,0.09743568007,6.201172,-68.42285,0.2714844,0.2954102,-0.09172363,0.1386475,-61.874,0.02574,0.02403,0.5901575096,1.208121384,0.8895228109,0.8502557468,1.2079,0.9548,0.4667,0.7009,0.04427,0.148,0.0119576417,0.201335073
80,1703,0.115686634,4.638672,-69.8291,0.08398438,0.1547852,0.02312012,-0.1074463,-65.011,0.02461,0.02297,0.5078061752,1.179079859,0.9619579487,0.9198697639,1.2458,0.9475,0.4737,0.6233,0.06008,0.1595,0.0121763768,0.22175999
81,1725,0.1152258675,9.013672,-63.8916,0.008984375,0.06103516,0.1215576,0.03474121,-60.827,0.02284,0.02132,0.6192165384,1.218369165,1.081848911,1.033969938,1.304,0.9338,0.497,0.5307,0.07058,0.1504,0.0122699374,0.296814919
82,1743,0.0897739936,10.41992,-60.68848,0.02773438,0.4282227,-0.06711426,-0.07736816,-59.984,0.02702,0.02522,0.6432492398,1.226844393,0.8604916051,0.8223271943,1.1176,0.9732,0.4493,0.6208,0.05573,0.147,0.0123198805,0.181659982
83,1789,0.1003264574,0.1074219,-66.78223,0.1652344,0.8188477,0.05866699,-0.09377441,-63.516,0.02673,0.02496,0.5462194091,1.192626438,0.8747200689,0.8362777561,1.1426,0.9683,0.4512,0.6721,0.05049,0.154,0.0121378023,0.242934987
84,1793,0.09152761181,13.27148,-67.11426,0.1386719,0.6918945,0.17146,-0.09992676,-64.481,0.02664,0.02487,0.5212599391,1.183824382,0.7741450947,0.7402188225,1.1772,0.9615,0.4566,0.6195,0.05716,0.1502,0.0118570989,0.296814919
85,1849,0.0994801632,14.83398,-69.77051,0.2011719,0.4887695,0.06755371,0.124292,-63.524,0.02506,0.0234,0.5460099551,1.192552574,0.8658815433,0.827830373,1.239,0.9493,0.4701,0.6871,0.04682,0.1497,0.0123005733,0.287534982
86,1885,0.0915715288,19.05273,-65.00488,0.1074219,0.902832,-0.08830566,-0.08078613,-61.729,0.02694,0.02516,0.5941316584,1.209522883,0.8377693957,0.8007715646,1.1258,0.9718,0.4478,0.6846,0.04713,0.1494,0.0123203686,0.170215011
87,1909,0.1215483258,4.990234,-66.41113,0.01992188,0.449707,-0.08283691,0.09968262,-62.942,0.02663,0.02486,0.5613619758,1.197966525,1.077624173,1.030188791,1.2215,0.9515,0.4727,0.5507,0.07211,0.1605,0.0120694619,0.205359921
88,1931,0.1025988198,18.81836,-67.15332,0.03554687,0.6645508,0.0798584,-0.05480957,-65.453,0.0262,0.02446,0.4967188521,1.175169871,0.8399863658,0.803284003,1.1724,0.9625,0.4557,0.5482,0.07162,0.1585,0.0121834129,0.260415047
89,1933,0.1045037584,11.31836,-68.40332,0.1355469,0.03955078,0.0361084,-0.01105957,-63.088,0.02439,0.02277,0.5574888176,1.19660064,0.9219041096,0.881341666,1.2482,0.9471,0.4743,0.6546,0.05214,0.1509,0.012303005,0.247259915
90,1947,0.1257888658,3.193359,-68.71582,0.2105469,0.9458008,0.1126709,-0.08762207,-61.006,0.02556,0.02386,0.614187838,1.216595774,1.175058082,1.123071666,1.2956,0.9366,0.4902,0.5169,0.07414,0.1535,0.0120362863,0.269335032
91,1957,0.1208886283,7.255859,-69.49707,0.04804688,0.6176758,0.05251465,0.1584717,-65.974,0.0249,0.02324,0.4838000528,1.170614005,0.9729826476,0.9305394434,1.2276,0.9514,0.4684,0.5682,0.07139,0.1653,0.0122534987,0.28294
92,1971,0.08964556645,17.88086,-69.80957,0.3230469,0.3989258,0.1509521,0.08190918,-62.947,0.02567,0.02396,0.5612290872,1.197919661,0.7934385112,0.7585133292,1.2562,0.9456,0.4755,0.6783,0.04616,0.1435,0.012291275,0.320540011
93,1983,0.1079987661,1.630859,-64.18457,0.07304687,0.7114258,-0.08967285,0.01628418,-61.676,0.02583,0.02412,0.5955882388,1.210036552,0.9921785584,0.9483571881,1.1407,0.9683,0.4537,0.5957,0.06287,0.1555,0.012216608,0.189439982
94,2019,0.09991776846,6.162109,-63.6377,0.07929688,0.8754883,0.1700928,0.002612305,-62.907,0.02652,0.02476,0.5622926867,1.198294743,0.8871977868,0.8481407091,1.1624,0.9635,0.4603,0.5519,0.06857,0.153,0.0121402675,0.310959965
95,2103,0.1030013757,4.790039,-65.18311,0.04863281,0.2819824,0.04029541,0.1833374,-63.063,0.02569,0.02398,0.5581509758,1.196834153,0.9102580158,0.8702042373,1.1777,0.9606,0.4619,0.6095,0.05988,0.1533,0.0122039076,0.282939941
96,2115,0.11029842,13.38379,-65.88623,0.1173828,0.5397949,-0.03900146,-0.01627197,-60.304,0.02351,0.02194,0.6340574786,1.223602882,1.047913209,1.001476276,1.2409,0.9478,0.4759,0.6083,0.05844,0.1492,0.0123159019,0.205360055
97,2117,0.1302472523,15.88379,-69.63623,0.01738281,0.1647949,0.004748535,-0.06002197,-63.222,0.02326,0.02171,0.5539470286,1.195351614,1.143565066,1.09327003,1.362,0.9242,0.5038,0.5569,0.07079,0.1598,0.0122840982,0.221759915
98,2175,0.08814854396,2.446289,-69.79248,0.5298828,0.6491699,0.1195923,0.1751343,-62.875,0.02657,0.02481,0.563144375,1.198595095,0.7827030065,0.7482430547,1.2156,0.9533,0.4681,0.7534,0.03539,0.1436,0.0123036634,0.325375021
99,2181,0.1005517559,8.774414,-67.87842,0.2142578,0.6218262,0.1072876,0.02337646,-62.485,0.02471,0.02306,0.5735826597,1.202276197,0.9027818792,0.8629952268,1.2209,0.9524,0.4686,0.6721,0.04866,0.1484,0.0122718848,0.287535191
100,2191,0.09634379612,17.52441,-62.25342,0.06425781,0.9343262,-0.002087402,0.04525146,-60.856,0.02622,0.02448,0.6184000982,1.218081244,0.9029453424,0.8629821291,1.1228,0.9724,0.4476,0.577,0.06369,0.1506,0.0123033458,0.238639981
101,2197,0.1189587521,13.14941,-66.31592,0.03925781,0.7780762,0.1401001,-0.118811,-63.917,0.0239,0.02231,0.5357733419,1.188942591,1.024153574,0.9791987362,1.2578,0.944,0.482,0.5106,0.07811,0.1596,0.0118791005,0.28294009
102,2209,0.1260357734,5.961914,-64.90967,0.05175781,0.8562012,-0.04036865,-0.09146729,-61.637,0.02373,0.02215,0.5966614231,1.210415014,1.15874001,1.107560107,1.2185,0.9517,0.4742,0.4493,0.08786,0.1596,0.0122952415,0.193375021
103,2261,0.08888764277,17.05566,-64.36279,0.1830078,0.09838867,0.03892822,0.1026733,-59.967,0.02589,0.02417,0.643739959,1.227017447,0.8513063096,0.8135487508,1.1999,0.9559,0.4678,0.6921,0.04349,0.1413,0.0122934841,0.269334942
104,2265,0.1070805163,3.305664,-69.98779,0.2330078,0.7858887,0.01705322,-0.00670166,-63.587,0.02534,0.02365,0.5443620145,1.191971421,0.9310832363,0.8901732617,1.2074,0.955,0.4657,0.6809,0.0491,0.1539,0.0123161795,0.2386401
105,2271,0.08759590821,5.805664,-66.23779,0.3330078,0.4108887,-0.02669678,-0.05045166,-60.716,0.02665,0.02488,0.6223477689,1.219473406,0.8244910267,0.7879869117,1.1757,0.9612,0.4602,0.7309,0.03843,0.1428,0.0123155816,0.205359966
106,2279,0.1016647316,7.368164,-68.26904,0.02050781,0.6452637,-0.08685303,0.07532959,-67.249,0.0293,0.02736,0.452839968,1.159695809,0.7813694109,0.7474247371,1.1022,0.9769,0.4418,0.6471,0.05899,0.1671,0.0121088801,0.197340012
107,2313,0.08597440317,18.65723,-68.75732,0.4689453,0.8659668,0.1859009,0.02679443,-60.429,0.02594,0.02422,0.6304900853,1.222344826,0.8138293337,0.7777731349,1.269,0.9423,0.4822,0.7372,0.03619,0.1377,0.0121629806,0.32537508
108,2331,0.09232383137,19.28223,-67.81982,0.09394531,0.7722168,-0.02191162,0.08148193,-64.779,0.02775,0.02592,0.5136737341,1.181149077,0.7722787837,0.7384637463,1.1361,0.9699,0.4482,0.7021,0.04602,0.1545,0.0122410562,0.23437506
109,2345,0.09704953863,8.969727,-64.53857,0.1064453,0.4753418,0.1913696,0.09788818,-62.503,0.02489,0.02324,0.5730984993,1.202105456,0.8714115067,0.8330083407,1.2176,0.9523,0.4714,0.562,0.06488,0.1481,0.0122694392,0.345015019
110,2351,0.1065160564,1.469727,-60.78857,0.006445313,0.8503418,0.1476196,0.05413818,-62.367,0.02894,0.02703,0.5767623979,1.203397544,0.9608508827,0.9184867609,1.1668,0.9615,0.4683,0.4668,0.08403,0.1576,0.012264559,0.310960025
111,2415,0.1199373804,7.563477,-68.52295,0.1626953,0.0300293,0.03551025,-0.06890869,-61.154,0.02327,0.02172,0.6100492057,1.215136269,1.115931803,1.066582879,1.3132,0.933,0.4951,0.597,0.06088,0.1511,0.0122307809,0.234374925
112,2462,0.1004557132,2.485352,-65.98389,0.02832031,0.807373,0.08883057,0.1457397,-66.578,0.02978,0.02781,0.4690201825,1.165401825,0.7920214946,0.7575372361,1.0891,0.9797,0.4401,0.5732,0.07053,0.1653,0.0123015102,0.301499933
113,2509,0.09174171725,19.2041,-69.96826,0.1720703,0.5339355,0.1462524,0.1539429,-65.348,0.02706,0.02526,0.4993419897,1.176094931,0.7534665577,0.7205332337,1.215,0.9539,0.4652,0.6596,0.0511,0.1501,0.012320525,0.335135102
114,2523,0.115504542,6.079102,-69.65576,0.2970703,0.4401855,0.04781494,0.05550537,-60.762,0.02377,0.02219,0.6210489398,1.219015369,1.085349549,1.03730663,1.2939,0.9369,0.4901,0.632,0.0547,0.1487,0.0123205641,0.264860004
115,2559,0.09848071515,8.891602,-62.62451,0.03457031,0.2058105,0.02047119,0.1156616,-60.827,0.02499,0.02333,0.6192165384,1.218369165,0.9247063345,0.8837787749,1.1784,0.9603,0.4632,0.6045,0.05851,0.148,0.0122602014,0.260414869
116,2631,0.09935059164,6.84082,-65.64209,0.1025391,0.1032715,-0.1124878,0.1713745,-61.681,0.02553,0.02384,0.5954507346,1.20998806,0.9120329848,0.8717522791,1.1847,0.9593,0.4625,0.6558,0.05168,0.1502,0.0118117677,0.193375021
117,2671,0.1203110081,12.15332,-67.04834,0.01503906,0.5563965,-0.1398315,0.001843262,-63.443,0.02434,0.02273,0.5481326775,1.19330116,1.049746216,1.003604924,1.2234,0.9513,0.4722,0.567,0.0701,0.1619,0.0121149682,0.16273497
118,2705,0.1043210295,6.606445,-66.54053,0.03066406,0.3415527,0.06661377,0.0633667,-64.782,0.02587,0.02415,0.5135976468,1.181122245,0.8743398452,0.8360577642,1.1764,0.9611,0.4602,0.617,0.06018,0.1571,0.0123206275,0.27383998
119,2725,0.08895856385,13.79395,-64.82178,0.06816406,0.2946777,-0.113855,0.06883545,-62.332,0.02719,0.02539,0.5777074822,1.203730832,0.8014448478,0.7661067379,1.1384,0.9689,0.4529,0.6796,0.04772,0.1489,0.0120408917,0.185534999
120,2735,0.09022001056,2.543945,-65.44678,0.2181641,0.2321777,0.12677,-0.04053955,-62.527,0.02636,0.02461,0.572453315,1.201877929,0.8096232365,0.7739442733,1.165,0.9634,0.4579,0.6859,0.04594,0.1463,0.012125981,0.28294
121,2803,0.09285846252,9.575195,-67.3999,0.2369141,0.4274902,-0.1329956,-0.05421143,-61.423,0.02645,0.02469,0.602570848,1.212498997,0.8575651462,0.8196641681,1.1858,0.959,0.4631,0.7146,0.04193,0.1469,0.012249372,0.155375034
122,2805,0.09525376459,2.075195,-68.6499,0.3369141,0.8024902,-0.08924561,-0.01046143,-61.874,0.02675,0.02498,0.5901575096,1.208121384,0.8698117005,0.831413323,1.1823,0.9597,0.4625,0.7359,0.0391,0.1481,0.0122598018,0.185534969
123,2821,0.09494291607,5.161133,-63.396,0.01035156,0.4919434,0.09053955,0.1064331,-63.876,0.02791,0.02607,0.5368364833,1.189317512,0.8191972646,0.7832310395,1.1198,0.9727,0.4501,0.5895,0.06351,0.1547,0.0123193571,0.296815157
124,2847,0.1196483431,0.7861328,-68.0835,0.08535156,0.3356934,-0.1172729,-0.1013794,-63.145,0.0251,0.02343,0.5559807182,1.196068803,1.05444615,1.008058855,1.2187,0.9524,0.4703,0.6058,0.06295,0.1597,0.0123179685,0.15174
125,2871,0.09505607174,15.47363,-69.17725,0.1978516,0.7575684,-0.1336792,0.07908936,-62.69,0.02611,0.02437,0.568082366,1.200336497,0.8466654983,0.8093709508,1.1909,0.9583,0.4626,0.7222,0.04143,0.1491,0.0119454721,0.174000025
126,2883,0.1306668782,6.254883,-69.72412,0.06660156,0.01538086,0.1370239,-0.07677002,-63.346,0.02362,0.02205,0.550680567,1.194199683,1.14432007,1.094008931,1.3824,0.92,0.5096,0.5344,0.07387,0.1587,0.0120098433,0.28294009
127,2885,0.1103766161,3.754883,-65.97412,0.1666016,0.6403809,0.1807739,-0.12052,-61.567,0.02406,0.02246,0.5985905554,1.211095331,1.016629573,0.9717177178,1.2654,0.9425,0.4838,0.5707,0.06421,0.1496,0.0117705707,0.301500082
128,2959,0.09650023371,2.114258,-63.43506,0.1134766,0.4020996,0.173938,0.1488159,-61.889,0.02858,0.02668,0.5897472925,1.207976719,0.8816254698,0.8427052313,1.1894,0.9578,0.4668,0.5832,0.06163,0.1479,0.0123173855,0.345015079
129,2996,0.1127903843,6.176758,-68.59131,0.02597656,0.4177246,0.1465942,0.1870972,-66.509,0.02898,0.02706,0.4706981371,1.165993563,0.8909968014,0.8521946002,1.2297,0.9506,0.4705,0.5707,0.06987,0.1628,0.0123122092,0.340059996
130,3027,0.08957127022,5.083008,-63.82568,0.1322266,0.1911621,-0.09129639,0.1296753,-60.923,0.02706,0.02527,0.616516409,1.217416954,0.839022572,0.8018936634,1.1394,0.9688,0.4522,0.6796,0.04698,0.1466,0.0119786169,0.201334894
131,3041,0.1010368956,15.39551,-68.66943,0.06972656,0.5505371,0.04542236,0.135144,-65.595,0.02627,0.02452,0.4931818787,1.173922543,0.8233040362,0.7873461379,1.1824,0.9607,0.4563,0.6546,0.05431,0.1572,0.0122701162,0.278375059
132,3095,0.1079089744,9.057617,-67.15088,0.1224609,0.3312988,-0.00123291,-0.07454834,-62.126,0.02419,0.02259,0.5832881141,1.205698864,0.978497372,0.9353330426,1.2285,0.9504,0.4726,0.632,0.05565,0.1512,0.0122727081,0.213499904
133,3159,0.09887638923,0.1513672,-64.729,0.05371094,0.5422363,-0.08052979,0.05943604,-63.356,0.02802,0.02616,0.5504176015,1.194106948,0.8664865619,0.8283876057,1.1076,0.9755,0.446,0.6383,0.05677,0.157,0.0121577606,0.201334938
134,3171,0.1004163664,17.96387,-66.44775,0.04121094,0.5891113,0.09993896,0.07584229,-64.672,0.02587,0.02415,0.5163911995,1.182107402,0.8437286204,0.8067740834,1.1848,0.9598,0.4592,0.5557,0.06903,0.1554,0.0123168817,0.296814919
135,3201,0.08655356527,0.2294922,-63.04932,0.1755859,0.7805176,0.1013062,0.175647,-61.451,0.02848,0.0266,0.6017956545,1.212225622,0.800058288,0.7646992119,1.1108,0.9748,0.4461,0.6758,0.04745,0.1464,0.0122897644,0.315734923
136,3211,0.08785613431,11.47949,-67.42432,0.3255859,0.7180176,-0.008068848,-0.108728,-60.882,0.02638,0.02463,0.617668689,1.21782331,0.8228774101,0.7864599387,1.1943,0.9573,0.4647,0.7409,0.03691,0.1425,0.0122286482,0.20535998
137,3229,0.1218793596,3.354492,-67.11182,0.0005859375,0.3117676,-0.08463135,-0.03216553,-63.936,0.02459,0.02295,0.5352810425,1.18876898,1.049083412,1.003035811,1.2206,0.9518,0.4717,0.5657,0.07063,0.1626,0.0122931078,0.181659982
138,3281,0.09623862631,13.19824,-69.06494,0.2193359,0.2570801,0.02747803,-0.09505615,-63.042,0.0253,0.02362,0.5587075245,1.197030422,0.8498123216,0.8124161566,1.2259,0.9516,0.4687,0.7009,0.04429,0.1481,0.0121945487,0.225935057
139,3302,0.116272975,1.010742,-69.53369,0.08183594,0.6164551,-0.05455322,0.1401001,-65.697,0.02605,0.02432,0.4906486391,1.173029186,0.945015514,0.9037556122,1.1787,0.9611,0.4574,0.6183,0.06298,0.165,0.0120679764,0.221760035
140,3349,0.1011216139,1.59668,-67.48291,0.1583984,0.927002,0.03363037,0.1257446,-63.939,0.02934,0.0274,0.5352033328,1.188741575,0.8703376042,0.8321322545,1.1385,0.9693,0.4491,0.6746,0.05068,0.1557,0.0122658489,0.269335091
141,3354,0.1303175329,12.84668,-69.35791,0.008398438,0.989502,-0.07574463,0.1476196,-68.757,0.02763,0.0258,0.417345009,1.147178371,0.9429343385,0.9021861118,1.1404,0.9687,0.4515,0.4944,0.09333,0.1846,0.0119903293,0.213499933
142,3373,0.1119181067,0.03417969,-69.51416,0.2958984,0.130127,0.1812866,-0.09847412,-62.853,0.02708,0.02528,0.5637303286,1.198801734,0.9944521766,0.9506660759,1.2931,0.9374,0.4882,0.6083,0.05919,0.1511,0.0118365912,0.301499963
143,3387,0.1194172542,14.40918,-69.82666,0.1708984,0.848877,0.1047241,-3.662108e-05,-62.064,0.02339,0.02183,0.5849738306,1.206293339,1.083842754,1.036024438,1.3034,0.9359,0.4888,0.582,0.06402,0.1532,0.0122426599,0.28294
144,3401,0.1020583423,6.12793,-65.37354,0.1896484,0.7316895,-0.06207275,0.1558228,-60.077,0.02477,0.02312,0.6405690359,1.225899208,0.9758656367,0.932596556,1.1835,0.9595,0.463,0.6708,0.04856,0.1475,0.0120152701,0.221760005
145,3421,0.08964031134,4.25293,-67.56104,0.4646484,0.01293945,0.1238647,0.1448853,-61.49,0.02558,0.02388,0.6007169261,1.211845204,0.8270760995,0.790529243,1.2203,0.9523,0.4695,0.7247,0.03905,0.1418,0.0123184081,0.3205401
146,3425,0.1119091018,10.19043,-66.77979,0.07714844,0.1848145,-0.0237915,-0.024646,-61.88,0.02376,0.02218,0.5899934025,1.208063511,1.021477625,0.9763884387,1.2502,0.9459,0.4785,0.607,0.05992,0.1525,0.0123209804,0.213500038
147,3461,0.114304587,0.4248047,-61.50635,0.04277344,0.8684082,0.02132568,-0.08343506,-60.572,0.02656,0.0248,0.6264247287,1.220911162,1.080767207,1.03290036,1.1761,0.9598,0.4683,0.388,0.09495,0.1551,0.0122272903,0.225934967
148,3481,0.09620547023,3.549805,-68.69385,0.1677734,0.3371582,0.1635132,0.03687744,-65.615,0.02665,0.02488,0.4926846789,1.173747204,0.7841833997,0.7499360958,1.1867,0.9595,0.4595,0.6758,0.04972,0.1534,0.0122184893,0.315734804
149,3495,0.09748004839,6.987305,-69.4751,0.3802734,0.2277832,0.09241943,-0.05609131,-62.181,0.02493,0.02328,0.5817950938,1.205172345,0.8824674804,0.8435437319,1.2482,0.9468,0.4755,0.7034,0.04312,0.1454,0.0121576153,0.264860064
150,3505,0.1342140034,17.6123,-69.7876,0.05527344,0.7590332,0.1908569,-0.1326538,-64.291,0.02343,0.02187,0.5261262309,1.1855405,1.141146289,1.091111657,1.3927,0.9183,0.5112,0.5219,0.07801,0.1632,0.0117078796,0.306214839
151,3523,0.1017997192,1.831055,-65.33447,0.08652344,0.6262207,-0.1454712,0.1107056,-62.564,0.02786,0.02602,0.5714594671,1.201527445,0.9126035766,0.8723886121,1.1284,0.9711,0.4499,0.6521,0.05435,0.1562,0.0118197612,0.170215055
152,3581,0.08649355209,7.768555,-66.42822,0.2740234,0.7980957,-0.03062744,0.006799316,-61.287,0.0273,0.02549,0.6063446933,1.213829858,0.8021919877,0.7667251535,1.1569,0.9653,0.455,0.7447,0.03686,0.1444,0.0123086022,0.217614904
153,3603,0.1040990094,11.18652,-66.9458,0.1076172,0.7678223,-0.09727783,0.1096802,-62.681,0.02556,0.02386,0.5683232117,1.200421432,0.9290114399,0.8880895096,1.1682,0.9631,0.4565,0.6483,0.05441,0.1547,0.0120028956,0.197340071
154,3643,0.1161847033,5.249023,-65.85205,0.02011719,0.3146973,-0.06993408,-0.07078857,-62.613,0.02431,0.02269,0.5701448015,1.201063823,1.039868917,0.9940566706,1.2141,0.9529,0.4713,0.572,0.06739,0.1574,0.0123209488,0.181659952
155,3663,0.1025999918,16.65527,-65.30518,0.1388672,0.5725098,0.157019,0.0850708,-60.747,0.02347,0.02191,0.6214722837,1.219164663,0.964353328,0.9216643216,1.2702,0.9424,0.481,0.5432,0.06662,0.1458,0.0122889476,0.32537505
156,3675,0.08844237726,13.53027,-68.11768,0.4138672,0.1662598,-0.007043457,0.0741333,-60.357,0.02578,0.02407,0.6325433292,1.223068911,0.8388963232,0.8017237034,1.2333,0.9491,0.4752,0.7347,0.03725,0.1404,0.0122714955,0.238639966
157,3721,0.11351264,1.108398,-68.46924,0.2419922,0.529541,-0.1314575,0.09737549,-61.038,0.02554,0.02384,0.6132915344,1.216279689,1.059584917,1.012711093,1.2259,0.9505,0.474,0.6596,0.05183,0.1523,0.0119092492,0.177815005
158,3737,0.1168044689,16.7334,-66.90674,0.01699219,0.873291,-0.01114502,0.152063,-65.597,0.02581,0.0241,0.4931321481,1.173905006,0.9516960173,0.9101316395,1.1665,0.9631,0.4583,0.5294,0.07874,0.1673,0.0121526355,0.247260049
159,3743,0.09531050625,14.2334,-68.15674,0.1169922,0.498291,-0.05489502,0.195813,-63.985,0.02646,0.02471,0.5340125249,1.188321632,0.8180150445,0.7821132997,1.1733,0.962,0.4575,0.6959,0.04641,0.1526,0.0119578121,0.225934997
160,3757,0.09505095787,3.920898,-64.25049,0.07949219,0.763916,0.1583862,0.1575317,-63.814,0.0305,0.02849,0.5384462719,1.189885211,0.8216173768,0.7855367483,1.1378,0.969,0.4526,0.5745,0.06535,0.1536,0.0123209832,0.340059996
161,3781,0.1061671235,10.95215,-65.26611,0.03574219,0.5373535,0.07362061,0.1274536,-63.352,0.02492,0.02327,0.5505227795,1.194144039,0.9299401631,0.8890540865,1.1927,0.9576,0.4649,0.5795,0.06516,0.155,0.0123027759,0.292159945
162,3797,0.1120606789,6.577148,-69.32861,0.2107422,0.8186035,0.1283081,0.07276611,-62.793,0.02457,0.02293,0.5653301184,1.199365906,0.9973109694,0.9533944235,1.2574,0.9449,0.4778,0.6133,0.05888,0.1523,0.0123008909,0.306214869
163,3819,0.1333237974,2.514648,-67.60986,0.04824219,0.7404785,0.06815186,0.001672363,-63.854,0.02641,0.02465,0.5374074073,1.189518851,1.150444049,1.099933224,1.2731,0.9412,0.4842,0.4618,0.08889,0.1652,0.0122876912,0.264859945
164,3825,0.08655747016,8.139648,-63.54736,0.07324219,0.5842285,-0.09591064,0.1876099,-62.17,0.02901,0.02709,0.5820935197,1.205277586,0.7843239368,0.7497241939,1.0961,0.9781,0.4418,0.6771,0.04862,0.1506,0.0118386056,0.201335043
165,3835,0.08522619764,19.38965,-66.67236,0.2232422,0.8967285,0.1884644,-0.1405151,-62.413,0.02707,0.02528,0.5755216402,1.202959986,0.7661428289,0.7323690832,1.1895,0.9588,0.4609,0.6508,0.04996,0.1431,0.0116904145,0.306214899
166,3853,0.0958892818,15.05371,-62.55127,0.04980469,0.9572754,-0.0350708,0.1937622,-61.898,0.02755,0.02573,0.5895012431,1.207889949,0.874792262,0.8361759439,1.0982,0.9777,0.4418,0.5607,0.06781,0.1544,0.0120192142,0.238639995
167,3857,0.10771447,18.17871,-67.23877,0.1748047,0.4885254,0.1289917,-0.05780029,-60.545,0.0232,0.02166,0.6271910337,1.221181403,1.016948739,0.9719101404,1.305,0.9357,0.4885,0.6183,0.05585,0.1463,0.0120789642,0.28294003
168,3863,0.1275377314,10.67871,-68.48877,0.07480469,0.8635254,0.1727417,-0.01405029,-64.192,0.02378,0.0222,0.528671023,1.186437931,1.088578627,1.040834188,1.3122,0.9338,0.4924,0.5207,0.07764,0.162,0.012096107,0.310960054
169,3915,0.1196969642,16.45996,-69.34814,0.08105469,0.5432129,-0.09249268,0.01055908,-62.917,0.02376,0.02218,0.5620266816,1.198200936,1.059555721,1.012915541,1.2759,0.9415,0.4813,0.6008,0.06279,0.1573,0.012220636,0.185534999
170,3921,0.1000337053,12.08496,-64.66064,0.006054688,0.6369629,0.04969482,0.1746216,-64.62,0.02726,0.02545,0.517714435,1.182574046,0.8426737771,0.8057586545,1.1315,0.9704,0.4509,0.5807,0.06638,0.1583,0.0122302677,0.287535042
